NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT,STATUS_NIB_OSS,STATUS_NIB_CEISA,ID_CEISA,SOURCE
2562588967924.0,08.222.694.0-539.672,UD PUSPITA KUSWOYO TBK,Gang Cikutra Timur No. 1,AKTIF,AKTIF,C000358,OSS_CEISA
5784468341465.0,11.131.290.1-487.068,PERUM USADA ADRIANSYAH,Gg. Jayawijaya No. 69,AKTIF,AKTIF,C000359,OSS_CEISA
7788160930685.0,38.909.728.3-215.285,PD SITUMORANG PERSERO TBK,Jalan PHH. Mustofa No. 580,AKTIF,AKTIF,C000360,OSS_CEISA
6762515381447.0,44.309.634.8-079.705,PD RAHAYU WIJAYA,Gang Sukabumi No. 83,AKTIF,AKTIF,C000361,OSS_CEISA
9754510526501.0,67.318.826.1-702.437,PD MANGUNSONG TBK,Jl. Ciumbuleuit No. 0,AKTIF,AKTIF,C000362,OSS_CEISA
5456284177225.0,60.531.340.2-665.023,PD SUARTINI ANGGRAINI PERSERO TBK,Gang Sukajadi No. 32,AKTIF,AKTIF,C000363,OSS_CEISA
4167872568621.0,10.225.803.0-569.067,PD PALASTRI TBK,Gg. Soekarno Hatta No. 971,AKTIF,AKTIF,C000364,OSS_CEISA
4716392823414.0,36.371.892.3-923.126,CV HALIMAH,Jalan Sadang Serang No. 0,AKTIF,AKTIF,C000365,OSS_CEISA
4326093106684.0,33.567.086.0-414.545,UD SIHOMBING SIREGAR PERSERO TBK,Gang Cikutra Barat No. 7,AKTIF,AKTIF,C000366,OSS_CEISA
3502000534749.0,16.247.554.1-108.255,PD HUTASOIT PERSERO TBK,Gang Gegerkalong Hilir No. 4,AKTIF,AKTIF,C000367,OSS_CEISA
9895343961129.0,10.933.711.8-954.738,PD UWAIS NATSIR,Gg. K.H. Wahid Hasyim No. 0,AKTIF,AKTIF,C000368,OSS_CEISA
236848557161.0,76.880.294.2-409.036,PD PRAKASA WIJAYANTI TBK,Gg. Cikapayang No. 4,AKTIF,AKTIF,C000369,OSS_CEISA
8812786866943.0,20.293.908.7-884.434,PD NASYIDAH PERSERO TBK,Gang Pasirkoja No. 860,AKTIF,AKTIF,C000370,OSS_CEISA
8123083402424.0,03.381.059.5-518.426,PERUM UYAINAH,Gang Rumah Sakit No. 41,AKTIF,AKTIF,C000371,OSS_CEISA
5005342408916.0,49.837.354.3-962.736,PERUM SIRAIT WASTUTI,Jalan Tebet Barat Dalam No. 106,AKTIF,AKTIF,C000372,OSS_CEISA
2717272239724.0,04.226.931.2-163.761,UD NABABAN PERSERO TBK,Jl. Kutisari Selatan No. 3,AKTIF,AKTIF,C000373,OSS_CEISA
2091660100231.0,42.900.185.1-327.972,PT NASHIRUDDIN RAMADAN,Jalan KH Amin Jasuta No. 46,AKTIF,AKTIF,C000374,OSS_CEISA
5723084810018.0,41.862.030.3-662.543,PD SITORUS HALIM TBK,Gg. Cikutra Timur No. 39,AKTIF,AKTIF,C000375,OSS_CEISA
1721314519515.0,10.922.685.9-262.494,CV SUSANTI YUNIAR PERSERO TBK,Jalan BKR No. 194,AKTIF,AKTIF,C000376,OSS_CEISA
1475410225267.0,71.196.421.5-226.557,UD MARYADI SITOMPUL TBK,Gang Bangka Raya No. 18,AKTIF,AKTIF,C000377,OSS_CEISA
7695236687887.0,88.361.968.9-313.503,UD ZULAIKA TBK,Jl. Siliwangi No. 5,AKTIF,AKTIF,C000378,OSS_CEISA
5872105524728.0,63.330.212.6-065.019,PD WIJAYANTI,Gang Dr. Djunjunan No. 5,AKTIF,AKTIF,C000379,OSS_CEISA
7920252131096.0,22.728.476.5-704.120,PT RAHAYU PERMADI,Jalan R.E Martadinata No. 4,AKTIF,AKTIF,C000380,OSS_CEISA
9282066784984.0,36.241.862.3-690.362,UD GUNARTO,Jl. Suryakencana No. 8,AKTIF,AKTIF,C000381,OSS_CEISA
7756620563411.0,15.950.342.8-113.904,CV LESTARI,Jalan Pacuan Kuda No. 2,AKTIF,AKTIF,C000382,OSS_CEISA
8303419909700.0,51.405.468.3-565.215,PERUM HARYANTO KURNIAWAN,Jalan Cikutra Timur No. 656,AKTIF,AKTIF,C000383,OSS_CEISA
8182096790422.0,71.133.228.8-985.725,PT RAHAYU NATSIR,Jl. Pelajar Pejuang No. 625,AKTIF,AKTIF,C000384,OSS_CEISA
5960633991297.0,10.248.171.7-524.214,PERUM WALUYO,Gg. Ciwastra No. 021,AKTIF,AKTIF,C000385,OSS_CEISA
5112747472197.0,05.466.927.5-895.516,PERUM HARTATI TBK,Jl. Kutisari Selatan No. 791,AKTIF,AKTIF,C000386,OSS_CEISA
7409038021462.0,96.136.715.7-787.112,PT NURAINI KUSWOYO,Gg. Medokan Ayu No. 3,AKTIF,AKTIF,C000387,OSS_CEISA
6636515597371.0,47.082.723.5-909.605,CV MANULLANG WINARSIH PERSERO TBK,Gang Laswi No. 45,AKTIF,AKTIF,C000388,OSS_CEISA
7303064421214.0,61.476.834.2-016.542,PT LAKSITA MULYANI,Jl. Cempaka No. 9,AKTIF,AKTIF,C000389,OSS_CEISA
5677826596089.0,31.992.550.2-727.516,CV JANUAR PERSERO TBK,Gg. Merdeka No. 797,AKTIF,AKTIF,C000390,OSS_CEISA
8072791033682.0,96.353.390.5-504.481,PD WAHYUDIN MANSUR,Gg. Pasteur No. 520,AKTIF,AKTIF,C000391,OSS_CEISA
7665586851276.0,52.892.866.4-649.111,CV SIREGAR PRASETYA TBK,Jl. Dipatiukur No. 87,AKTIF,AKTIF,C000392,OSS_CEISA
961798178904.0,63.378.613.7-157.660,CV PRAYOGA SIMBOLON TBK,Jl. Veteran No. 078,AKTIF,AKTIF,C000393,OSS_CEISA
3844446306000.0,25.895.529.6-386.396,PD PERMADI HUTASOIT PERSERO TBK,Jl. Setiabudhi No. 31,AKTIF,AKTIF,C000394,OSS_CEISA
9626265826312.0,81.964.825.3-110.609,PD HARIYAH,Jalan Soekarno Hatta No. 7,AKTIF,AKTIF,C000395,OSS_CEISA
981960275233.0,43.836.404.1-209.117,PD SAPUTRA PERSERO TBK,Jalan Monginsidi No. 5,AKTIF,AKTIF,C000396,OSS_CEISA
1244211753617.0,06.171.366.5-722.402,UD UTAMA,Jl. HOS. Cokroaminoto No. 38,AKTIF,AKTIF,C000397,OSS_CEISA
1557998028413.0,90.808.823.5-130.523,UD MARDHIYAH TBK,Jl. Soekarno Hatta No. 77,AKTIF,AKTIF,C000398,OSS_CEISA
2447315847768.0,63.423.461.9-942.376,PT NAINGGOLAN TBK,Gg. Jend. Sudirman No. 11,AKTIF,AKTIF,C000399,OSS_CEISA
,17.208.496.4-985.601,PERUM UTAMI DAMANIK,Jalan Waringin No. 67,AKTIF,AKTIF,C000400,OSS_CEISA
5625313552510.0,50.537.953.8-164.938,PD PRASTUTI TBK,Gang Erlangga No. 92,AKTIF,AKTIF,C000401,OSS_CEISA
1849196655330.0,77.046.117.2-959.639,PT MAULANA TBK,Jalan Wonoayu No. 842,AKTIF,AKTIF,C000402,OSS_CEISA
4090742608805.0,01.716.445.5-618.579,PERUM MAHENDRA TBK,Jalan Laswi No. 0,AKTIF,AKTIF,C000403,OSS_CEISA
6477159103002.0,15.632.135.8-004.010,PERUM SIHOMBING MAHESWARA,Gang Ir. H. Djuanda No. 52,AKTIF,AKTIF,C000404,OSS_CEISA
1459642297125.0,29.671.883.9-774.573,PERUM WIDIASTUTI PERSERO TBK,Jalan Ronggowarsito No. 281,AKTIF,AKTIF,C000405,OSS_CEISA
4415833117030.0,37.637.153.9-885.472,PT SIMBOLON PERSERO TBK,Gg. Kiaracondong No. 187,AKTIF,AKTIF,C000406,OSS_CEISA
1235679836314.0,62.491.271.1-307.240,UD WIDODO,Gang Sukajadi No. 04,AKTIF,AKTIF,C000407,OSS_CEISA
8754181563268.0,68.507.451.0-663.436,PD AGUSTINA HANDAYANI,Gg. Veteran No. 991,AKTIF,AKTIF,C000408,OSS_CEISA
9489786103131.0,00.943.181.4-396.661,PERUM WALUYO,Gg. KH Amin Jasuta No. 62,AKTIF,AKTIF,C000409,OSS_CEISA
,97.432.512.2-572.076,PERUM LESTARI PERSERO TBK,Gang Stasiun Wonokromo No. 7,AKTIF,AKTIF,C000410,OSS_CEISA
241209579073.0,71.009.438.8-221.145,PT YOLANDA WIDIASTUTI TBK,Gg. H.J Maemunah No. 014,AKTIF,AKTIF,C000411,OSS_CEISA
241209579073.0,71.009.438.8-221.145,PT YOLANDA WIDIASTUTI TBK,Gg. H.J Maemunah No. 014,AKTIF,AKTIF,C000411,OSS_CEISA
7584745705458.0,97.148.026.3-257.039,UD UTAMI KUSMAWATI PERSERO TBK,Gg. Jamika No. 0,AKTIF,AKTIF,C000412,OSS_CEISA
5313614878245.0,56.964.430.9-859.167,UD TARIHORAN,Jalan PHH. Mustofa No. 81,AKTIF,AKTIF,C000413,OSS_CEISA
4107272849824.0,74.140.703.4-910.740,UD SIHOMBING TBK,Gg. Ir. H. Djuanda No. 284,AKTIF,AKTIF,C000414,OSS_CEISA
5004254882142.0,36.914.307.5-366.614,CV MARDHIYAH PRASETYA,Gg. Erlangga No. 120,AKTIF,AKTIF,C000415,OSS_CEISA
9429659234268.0,34.414.978.2-661.287,CV SIHOMBING PERSERO TBK,Jl. Ir. H. Djuanda No. 3,AKTIF,AKTIF,C000416,OSS_CEISA
8575676670806.0,12.943.985.2-989.406,PT BUDIYANTO,Jalan Kiaracondong No. 089,AKTIF,AKTIF,C000417,OSS_CEISA
6078701041591.0,49.750.198.0-382.872,PT KUSWOYO PERSERO TBK,Jl. Otto Iskandardinata No. 01,AKTIF,AKTIF,C000418,OSS_CEISA
,81.331.708.7-601.467,PERUM PURNAWATI HIDAYAT,Jl. Kebonjati No. 28,AKTIF,AKTIF,C000419,OSS_CEISA
3849791620223.0,28.837.744.1-975.466,PD WULANDARI KURNIAWAN,Gang W.R. Supratman No. 836,AKTIF,AKTIF,C000420,OSS_CEISA
7662047196094.0,09.705.277.4-025.883,PD TARIHORAN SUWARNO,Gg. Yos Sudarso No. 647,AKTIF,AKTIF,C000421,OSS_CEISA
8681225957244.0,61.767.929.8-842.599,CV HIDAYAT KUSMAWATI TBK,Gg. Tebet Barat Dalam No. 678,AKTIF,AKTIF,C000422,OSS_CEISA
9961002311775.0,33.126.610.9-410.175,CV HARYANTO,Gg. Kiaracondong No. 6,AKTIF,AKTIF,C000423,OSS_CEISA
2517629833477.0,43.326.831.9-013.020,PD TAMBA TBK,Gang Ir. H. Djuanda No. 11,AKTIF,AKTIF,C000424,OSS_CEISA
6981528733978.0,55.982.176.6-191.284,PT HIDAYAT,Jl. Sukabumi No. 5,AKTIF,AKTIF,C000425,OSS_CEISA
1730985034465.0,12.418.938.9-846.908,PD PANGESTU SIHOMBING TBK,Gang R.E Martadinata No. 0,AKTIF,AKTIF,C000426,OSS_CEISA
9740056435023.0,85.037.199.0-516.991,PD HARYANTI FIRGANTORO PERSERO TBK,Jalan Rajiman No. 24,AKTIF,AKTIF,C000427,OSS_CEISA
2401078356743.0,00.038.960.8-706.626,PD PURWANTI MANULLANG PERSERO TBK,Gang Kutai No. 95,AKTIF,AKTIF,C000428,OSS_CEISA
8217195535603.0,31.903.689.0-030.102,UD TAMPUBOLON PADMASARI,Gang Dipenogoro No. 55,AKTIF,AKTIF,C000429,OSS_CEISA
2405593429671.0,11.483.753.7-458.438,PERUM HUTASOIT PERSERO TBK,Gg. Jend. A. Yani No. 850,AKTIF,AKTIF,C000430,OSS_CEISA
,83.483.152.0-377.107,PD RAHMAWATI,Gang Joyoboyo No. 59,AKTIF,AKTIF,C000431,OSS_CEISA
4496410496706.0,67.033.626.8-040.850,CV SUSANTI TBK,Jalan Yos Sudarso No. 1,AKTIF,AKTIF,C000432,OSS_CEISA
4930596601864.0,87.699.842.6-732.044,CV OKTAVIANI ISWAHYUDI PERSERO TBK,Jalan Ahmad Yani No. 7,AKTIF,AKTIF,C000433,OSS_CEISA
3845960945449.0,01.495.427.7-070.705,PD WIJAYANTI TBK,Gang Pasir Koja No. 8,AKTIF,AKTIF,C000434,OSS_CEISA
8360914985172.0,44.472.322.9-031.028,CV WIJAYANTI HASTUTI TBK,Jl. Siliwangi No. 23,AKTIF,AKTIF,C000435,OSS_CEISA
9508304405809.0,35.118.718.1-335.956,PD SANTOSO SUWARNO,Jalan Surapati No. 123,AKTIF,AKTIF,C000436,OSS_CEISA
6420595565749.0,02.504.290.1-935.889,PD YULIARTI FIRGANTORO PERSERO TBK,Jalan Astana Anyar No. 48,AKTIF,AKTIF,C000437,OSS_CEISA
3690261139898.0,68.180.978.8-754.394,PERUM SALAHUDIN PERSERO TBK,Jalan Suniaraja No. 2,AKTIF,AKTIF,C000438,OSS_CEISA
5353751376515.0,88.157.937.6-392.836,PD ISWAHYUDI PERSERO TBK,Gang Indragiri No. 6,AKTIF,AKTIF,C000439,OSS_CEISA
9445511668297.0,32.702.164.8-712.060,UD FARIDA WASITA,Gg. Jayawijaya No. 15,AKTIF,AKTIF,C000440,OSS_CEISA
1288665268341.0,55.999.101.5-767.647,UD SAMOSIR DAMANIK PERSERO TBK,Gg. M.H Thamrin No. 45,AKTIF,AKTIF,C000441,OSS_CEISA
2981209957657.0,28.941.347.5-098.898,UD SIHOMBING ISWAHYUDI PERSERO TBK,Jl. Cempaka No. 5,AKTIF,AKTIF,C000442,OSS_CEISA
4565220368499.0,51.542.144.7-732.449,UD ANGGRAINI JANUAR PERSERO TBK,Gg. Veteran No. 8,AKTIF,AKTIF,C000443,OSS_CEISA
3421388209088.0,30.705.349.6-782.741,PT WACANA PANGESTU,Jalan Gardujati No. 382,AKTIF,AKTIF,C000444,OSS_CEISA
7674124151315.0,28.547.815.0-618.538,PERUM SIMBOLON SURYONO,Gg. Soekarno Hatta No. 669,AKTIF,AKTIF,C000445,OSS_CEISA
329633472727.0,42.318.306.1-789.320,PD NAPITUPULU,Jl. Surapati No. 6,AKTIF,AKTIF,C000446,OSS_CEISA
4969357824347.0,76.958.741.3-146.753,PT NOVITASARI,Gang Gedebage Selatan No. 334,AKTIF,AKTIF,C000447,OSS_CEISA
1275156277963.0,04.483.608.5-456.676,UD WASTUTI NAINGGOLAN,Gg. Ir. H. Djuanda No. 443,AKTIF,AKTIF,C000448,OSS_CEISA
4047350476392.0,83.199.529.8-006.155,PD MANSUR,Jalan Sukajadi No. 6,AKTIF,AKTIF,C000449,OSS_CEISA
835832863425.0,56.383.000.8-186.702,CV HALIMAH TBK,Gg. S. Parman No. 6,AKTIF,AKTIF,C000450,OSS_CEISA
4033041662411.0,18.600.892.1-963.945,UD NARPATI MARDHIYAH,Gang Gegerkalong Hilir No. 586,AKTIF,AKTIF,C000451,OSS_CEISA
8044731497646.0,13.684.748.8-360.765,UD TARIHORAN ASTUTI TBK,Gang Bangka Raya No. 572,AKTIF,AKTIF,C000452,OSS_CEISA
7390637579145.0,21.182.379.3-126.978,PT HALIMAH RAJATA,Gang Gardujati No. 07,AKTIF,AKTIF,C000453,OSS_CEISA
746452059960.0,43.878.753.5-778.811,PT TAMPUBOLON ISWAHYUDI,Jalan Jend. A. Yani No. 8,AKTIF,AKTIF,C000454,OSS_CEISA
1620281237106.0,72.872.866.0-416.448,PD HUTAGALUNG PRAYOGA,Gg. Astana Anyar No. 16,AKTIF,AKTIF,C000455,OSS_CEISA
9592248395894.0,77.352.287.0-562.271,PD WAHYUNI,Gang Kutisari Selatan No. 0,AKTIF,AKTIF,C000456,OSS_CEISA
4331875109792.0,15.835.034.4-694.596,CV HARDIANSYAH YUNIAR,Jalan Ciumbuleuit No. 9,AKTIF,AKTIF,C000457,OSS_CEISA
8831921342491.0,28.965.999.4-973.203,PT DAMANIK PRANOWO PERSERO TBK,Gang H.J Maemunah No. 2,AKTIF,AKTIF,C000458,OSS_CEISA
1922270510287.0,67.548.138.6-667.548,UD WIDIASTUTI KUSWOYO,Gg. Cihampelas No. 74,AKTIF,AKTIF,C000459,OSS_CEISA
8193242687741.0,86.520.575.6-398.365,PD ISWAHYUDI GUNARTO TBK,Jl. Yos Sudarso No. 8,AKTIF,AKTIF,C000460,OSS_CEISA
375830945154.0,80.940.476.0-440.907,CV MAHENDRA TBK,Gang Ahmad Yani No. 810,AKTIF,AKTIF,C000461,OSS_CEISA
7278105092221.0,61.070.518.4-390.552,UD RAJASA PERSERO TBK,Gg. Jend. Sudirman No. 601,AKTIF,AKTIF,C000462,OSS_CEISA
8066013824127.0,04.938.620.4-485.157,UD NASHIRUDDIN PERSERO TBK,Gg. Tebet Barat Dalam No. 680,AKTIF,AKTIF,C000463,OSS_CEISA
9711121259020.0,35.713.432.4-064.242,PD WAHYUNI SUARTINI TBK,Gang Rajawali Barat No. 220,AKTIF,AKTIF,C000464,OSS_CEISA
6334324474175.0,95.587.209.6-289.365,CV YULIANTI PERMADI TBK,Gg. Rawamangun No. 760,AKTIF,AKTIF,C000465,OSS_CEISA
3588418343740.0,18.272.795.5-969.051,PD PADMASARI,Gg. Ahmad Yani No. 05,AKTIF,AKTIF,C000466,OSS_CEISA
267551254278.0,20.797.996.6-734.595,PT LAKSITA TBK,Jalan Cikutra Barat No. 0,AKTIF,AKTIF,C000467,OSS_CEISA
,28.249.839.2-250.142,PD LATUPONO LAILASARI TBK,Jalan Jamika No. 37,AKTIF,AKTIF,C000468,OSS_CEISA
7627023244123.0,36.132.850.7-251.786,PERUM WAHYUNI TBK,Gang Veteran No. 5,AKTIF,AKTIF,C000469,OSS_CEISA
7673162526546.0,96.815.790.3-923.555,CV NATSIR PANGESTU PERSERO TBK,Gg. Yos Sudarso No. 33,AKTIF,AKTIF,C000470,OSS_CEISA
996132730346.0,15.626.244.6-704.622,PERUM FIRMANSYAH HARYANTO,Jalan Wonoayu No. 183,AKTIF,AKTIF,C000471,OSS_CEISA
8171516025298.0,67.076.604.6-419.785,CV MULYANI PERSERO TBK,Gang Gardujati No. 991,AKTIF,AKTIF,C000472,OSS_CEISA
5851268612059.0,43.897.607.4-017.750,CV SIREGAR TBK,Jl. H.J Maemunah No. 52,AKTIF,AKTIF,C000473,OSS_CEISA
4654084245607.0,54.091.508.6-321.812,UD SUWARNO MAYASARI PERSERO TBK,Gang Veteran No. 32,AKTIF,AKTIF,C000474,OSS_CEISA
,50.291.681.5-466.024,PERUM ZULAIKA TARIHORAN PERSERO TBK,Jl. M.T Haryono No. 155,AKTIF,AKTIF,C000475,OSS_CEISA
6139449883059.0,73.642.480.9-624.406,PERUM HAKIM USAMAH,Gang M.H Thamrin No. 55,AKTIF,AKTIF,C000476,OSS_CEISA
624479513305.0,31.949.796.9-586.780,CV PALASTRI OKTAVIANI TBK,Jalan Rajawali Barat No. 085,AKTIF,AKTIF,C000477,OSS_CEISA
5557277382646.0,09.178.513.8-544.577,PERUM PUSPASARI,Jalan Asia Afrika No. 894,AKTIF,AKTIF,C000478,OSS_CEISA
2992959660487.0,36.826.911.6-331.942,UD UTAMI TBK,Jl. Cihampelas No. 90,AKTIF,AKTIF,C000479,OSS_CEISA
6865369455158.0,88.636.774.7-226.408,UD SALAHUDIN SURYONO,Jalan Dr. Djunjunan No. 89,AKTIF,AKTIF,C000480,OSS_CEISA
7216966630932.0,99.819.960.5-932.971,PT ISWAHYUDI HALIM TBK,Jalan Cihampelas No. 586,AKTIF,AKTIF,C000481,OSS_CEISA
968832753273.0,52.410.397.7-397.327,PD MARPAUNG MEGANTARA PERSERO TBK,Jalan Monginsidi No. 1,AKTIF,AKTIF,C000482,OSS_CEISA
1952371006876.0,16.481.980.7-704.605,PT SUARTINI TBK,Gg. Joyoboyo No. 08,AKTIF,AKTIF,C000483,OSS_CEISA
8761124912565.0,23.734.151.7-734.547,PD DABUKKE PERSERO TBK,Jalan Rajawali Timur No. 32,AKTIF,AKTIF,C000484,OSS_CEISA
7494902284035.0,95.442.947.7-422.294,PD LAKSMIWATI,Gang Sukabumi No. 92,AKTIF,AKTIF,C000485,OSS_CEISA
4303942904588.0,67.925.298.5-856.728,PT OKTAVIANI TBK,Gg. Sadang Serang No. 0,AKTIF,AKTIF,C000486,OSS_CEISA
2760153433249.0,13.577.908.3-350.615,PERUM YULIARTI PERSERO TBK,Jl. Ahmad Yani No. 3,AKTIF,AKTIF,C000487,OSS_CEISA
,23.372.094.8-413.128,UD PUTRA,Jalan Jayawijaya No. 5,AKTIF,AKTIF,C000488,OSS_CEISA
333997718051.0,37.171.731.8-939.749,CV AGUSTINA DONGORAN TBK,Jalan Gardujati No. 824,AKTIF,AKTIF,C000489,OSS_CEISA
9617399704694.0,72.587.844.4-835.488,CV HALIM SUSANTI TBK,Jl. Rajawali Barat No. 15,AKTIF,AKTIF,C000490,OSS_CEISA
7127058772216.0,41.758.231.3-348.458,CV PERMADI,Gang Gardujati No. 05,AKTIF,AKTIF,C000491,OSS_CEISA
,25.879.643.4-745.245,CV BUDIYANTO SANTOSO PERSERO TBK,Gg. Ahmad Yani No. 71,AKTIF,AKTIF,C000492,OSS_CEISA
5746966060652.0,74.033.445.0-566.588,PERUM HARTATI GUNARTO PERSERO TBK,Jalan Abdul Muis No. 749,AKTIF,AKTIF,C000493,OSS_CEISA
3987411325797.0,06.734.996.0-105.485,PT MARPAUNG PERSERO TBK,Gg. Gedebage Selatan No. 846,AKTIF,AKTIF,C000494,OSS_CEISA
4172156229493.0,81.735.984.8-840.215,UD PRASASTA WIJAYANTI TBK,Gg. Kutisari Selatan No. 02,AKTIF,AKTIF,C000495,OSS_CEISA
7325737553449.0,02.166.670.8-085.096,PERUM LESTARI WIJAYA PERSERO TBK,Gg. Tebet Barat Dalam No. 569,AKTIF,AKTIF,C000496,OSS_CEISA
8587495119181.0,82.819.793.1-647.725,CV HANDAYANI PERSERO TBK,Gg. Setiabudhi No. 194,AKTIF,AKTIF,C000497,OSS_CEISA
2957860694096.0,00.356.243.9-587.395,PERUM PRANOWO ARDIANTO PERSERO TBK,Gg. Ahmad Yani No. 7,AKTIF,AKTIF,C000498,OSS_CEISA
3234210890285.0,15.533.342.6-433.502,PT RAHMAWATI MAHENDRA,Gg. Ahmad Yani No. 843,AKTIF,AKTIF,C000499,OSS_CEISA
1607360776336.0,91.128.981.2-317.955,PD YUNIAR,Gang Tubagus Ismail No. 18,AKTIF,AKTIF,C000500,OSS_CEISA
3318574817006.0,66.155.416.4-316.704,UD ANDRIANI,Jalan Suniaraja No. 519,AKTIF,AKTIF,C000501,OSS_CEISA
232902822700.0,93.459.626.2-282.251,UD SARAGIH HARYANTO,Gg. Bangka Raya No. 954,AKTIF,AKTIF,C000502,OSS_CEISA
734654950050.0,70.260.869.8-221.053,PERUM PRAKASA PERSERO TBK,Gg. Indragiri No. 100,AKTIF,AKTIF,C000503,OSS_CEISA
6117768729047.0,74.258.591.7-793.238,UD SURYATMI,Jl. Tebet Barat Dalam No. 804,AKTIF,AKTIF,C000504,OSS_CEISA
2311649133424.0,57.988.942.5-652.906,PD WINARNO,Jalan Sadang Serang No. 0,AKTIF,AKTIF,C000505,OSS_CEISA
3202032650977.0,53.967.379.4-871.485,PT RIYANTI,Jl. KH Amin Jasuta No. 4,AKTIF,AKTIF,C000506,OSS_CEISA
2457871584156.0,08.213.711.8-425.476,CV GUNAWAN HALIM,Gang Monginsidi No. 5,AKTIF,AKTIF,C000507,OSS_CEISA
8268323035892.0,98.808.583.8-252.129,PERUM SIREGAR TBK,Jl. Cikutra Barat No. 880,AKTIF,AKTIF,C000508,OSS_CEISA
2896340646867.0,75.240.148.4-399.106,CV WIDIASTUTI TBK,Gang Kendalsari No. 65,AKTIF,AKTIF,C000509,OSS_CEISA
2723626693351.0,34.261.923.7-245.018,CV PRADANA,Jl. Ronggowarsito No. 5,AKTIF,AKTIF,C000510,OSS_CEISA
8197374189721.0,54.064.176.9-274.381,PT TAMBA,Jl. PHH. Mustofa No. 39,AKTIF,AKTIF,C000511,OSS_CEISA
9953766014448.0,56.451.017.3-973.964,CV SAPTONO NATSIR,Jl. Kiaracondong No. 241,AKTIF,AKTIF,C000512,OSS_CEISA
7899698609191.0,91.135.996.6-057.798,PD PERMADI TBK,Gg. Cikutra Timur No. 223,AKTIF,AKTIF,C000513,OSS_CEISA
7899698609191.0,91.135.996.6-057.798,PD PERMADI TBK,Gg. Cikutra Timur No. 223,AKTIF,AKTIF,C000513,OSS_CEISA
6603920514607.0,45.553.470.5-742.388,CV GUNAWAN SUSANTI PERSERO TBK,Gg. Pacuan Kuda No. 428,AKTIF,AKTIF,C000514,OSS_CEISA
6527155983541.0,16.597.263.4-755.752,PERUM WIBISONO YULIARTI,Gang Jend. Sudirman No. 58,AKTIF,AKTIF,C000515,OSS_CEISA
5013948848826.0,91.311.964.2-585.626,CV PRASETYA,Jalan Suniaraja No. 466,AKTIF,AKTIF,C000516,OSS_CEISA
4991537038240.0,73.333.732.0-430.977,UD HANDAYANI,Jl. Rawamangun No. 9,AKTIF,AKTIF,C000517,OSS_CEISA
8893628969645.0,46.553.585.1-253.892,PD SIMANJUNTAK TBK,Jl. Cempaka No. 415,AKTIF,AKTIF,C000518,OSS_CEISA
,07.977.961.2-087.805,CV JANUAR PERSERO TBK,Jalan R.E Martadinata No. 535,AKTIF,AKTIF,C000519,OSS_CEISA
2151494097626.0,37.484.539.8-628.950,PT SALAHUDIN TBK,Gang Indragiri No. 0,AKTIF,AKTIF,C000520,OSS_CEISA
5911918623392.0,20.715.116.9-666.725,PD PRADIPTA MARYATI,Gang Ciwastra No. 36,AKTIF,AKTIF,C000521,OSS_CEISA
5911918623392.0,20.715.116.9-666.725,PD PRADIPTA MARYATI,Gang Ciwastra No. 36,AKTIF,AKTIF,C000521,OSS_CEISA
1452647124633.0,51.571.840.9-080.512,CV PERMATA PERSERO TBK,Gg. Kapten Muslihat No. 53,AKTIF,AKTIF,C000522,OSS_CEISA
8005640995123.0,97.283.512.9-592.728,PERUM FIRMANSYAH,Gg. Ahmad Yani No. 9,AKTIF,AKTIF,C000523,OSS_CEISA
7090814415298.0,21.739.295.7-867.181,CV KUSMAWATI KURNIAWAN TBK,Jalan Jend. A. Yani No. 820,AKTIF,AKTIF,C000524,OSS_CEISA
3523736050791.0,81.589.988.6-834.527,CV PRADIPTA TBK,Jalan Soekarno Hatta No. 0,AKTIF,AKTIF,C000525,OSS_CEISA
4666617071587.0,96.474.080.3-149.982,PERUM ANDRIANI KUSWANDARI,Jalan Gegerkalong Hilir No. 467,AKTIF,AKTIF,C000526,OSS_CEISA
800463580688.0,28.503.172.3-513.739,UD PANGESTU ARDIANTO PERSERO TBK,Gg. Rungkut Industri No. 859,AKTIF,AKTIF,C000527,OSS_CEISA
631403526356.0,02.293.946.9-434.606,PD SITUMORANG TBK,Gg. Pacuan Kuda No. 967,AKTIF,AKTIF,C000528,OSS_CEISA
6437490607231.0,11.271.285.2-464.844,CV SAEFULLAH UTAMI,Jl. Yos Sudarso No. 81,AKTIF,AKTIF,C000529,OSS_CEISA
1163187328077.0,11.306.211.3-695.727,CV RAMADAN PRANOWO PERSERO TBK,Jl. KH Amin Jasuta No. 7,AKTIF,AKTIF,C000530,OSS_CEISA
8335090254257.0,30.662.481.3-235.707,UD LATUPONO,Gang Rajiman No. 11,AKTIF,AKTIF,C000531,OSS_CEISA
3984822850116.0,88.092.550.2-130.609,PT SUDIATI JANUAR,Jalan Jayawijaya No. 6,AKTIF,AKTIF,C000532,OSS_CEISA
6913098107964.0,96.737.945.7-727.853,CV PRATAMA PERSERO TBK,Jalan KH Amin Jasuta No. 1,AKTIF,AKTIF,C000533,OSS_CEISA
4264250642076.0,83.625.366.6-777.675,PD PANGESTU,Jalan Kiaracondong No. 060,AKTIF,AKTIF,C000534,OSS_CEISA
5628333393957.0,86.543.627.1-874.960,CV GUNAWAN AGUSTINA,Gang Stasiun Wonokromo No. 3,AKTIF,AKTIF,C000535,OSS_CEISA
