NIB_MATCH,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN,NAMA_PERUSAHAAN_CLEAN,NPWP_CLEAN_CEISA,ID_PERUSAHAAN,NPWP_MATCH,NIB_CEISA
4496410496706.0,CV SUSANTI TBK,,CV SUSANTI TBK,,C000432,67.033.626.8-040.850,4496410496706
4930596601864.0,CV OKTAVIANI ISWAHYUDI PERSERO TBK,,OKTAVIANI ISWAHYUDI PERSERO TBK,,C000433,87.699.842.6-732.044,4930596601864
3845960945449.0,PD WIJAYANTI TBK,,PD WIJAYANTI TBK,,C000434,01.495.427.7-070.705,3845960945449
8360914985172.0,CV WIJAYANTI HASTUTI TBK,,CV WIJAYANTI HASTUTI TBK,,C000435,44.472.322.9-031.028,8360914985172
9508304405809.0,PD SANTOSO SUWARNO,,PD SANTOSO SUWARNO,,C000436,35.118.718.1-335.956,9508304405809
6420595565749.0,PD YULIARTI FIRGANTORO PERSERO TBK,,PD YULIARTI FIRGANTORO PERSERO TBK,,C000437,02.504.290.1-935.889,6420595565749
3690261139898.0,PERUM SALAHUDIN PERSERO TBK,,PERUM SALAHUDIN PERSERO TBK,,C000438,68.180.978.8-754.394,3690261139898
5353751376515.0,PD ISWAHYUDI PERSERO TBK,,PD ISWAHYUDI PERSERO TBK,,C000439,88.157.937.6-392.836,5353751376515
9445511668297.0,UD FARIDA WASITA,,UD FARIDA WASITA,,C000440,32.702.164.8-712.060,9445511668297
1288665268341.0,UD SAMOSIR DAMANIK PERSERO TBK,,UD SAMOSIR DAMANIK PERSERO TBK,,C000441,55.999.101.5-767.647,1288665268341
2981209957657.0,UD SIHOMBING ISWAHYUDI PERSERO TBK,,UD SIHOMBING ISWAHYUDI PERSERO TBK,,C000442,28.941.347.5-098.898,2981209957657
4565220368499.0,UD ANGGRAINI JANUAR PERSERO TBK,,UD ANGGRAINI JANUAR PERSERO TBK,,C000443,51.542.144.7-732.449,4565220368499
3421388209088.0,PT WACANA PANGESTU,,WACANA PANGESTU,,C000444,30.705.349.6-782.741,3421388209088
7674124151315.0,PERUM SIMBOLON SURYONO,,PERUM SIMBOLON SURYONO,,C000445,28.547.815.0-618.538,7674124151315
329633472727.0,PD NAPITUPULU,,PD NAPITUPULU,,C000446,42.318.306.1-789.320,329633472727
4969357824347.0,PT NOVITASARI,,PT NOVITASARI,,C000447,76.958.741.3-146.753,4969357824347
1275156277963.0,UD WASTUTI NAINGGOLAN,,UD WASTUTI NAINGGOLAN,,C000448,04.483.608.5-456.676,1275156277963
4047350476392.0,PD MANSUR,,PD MANSUR,,C000449,83.199.529.8-006.155,4047350476392
835832863425.0,CV HALIMAH TBK,,HALIMAH TBK,,C000450,56.383.000.8-186.702,835832863425
4033041662411.0,UD NARPATI MARDHIYAH,,UD NARPATI MARDHIYAH,,C000451,18.600.892.1-963.945,4033041662411
8044731497646.0,UD TARIHORAN ASTUTI TBK,,UD TARIHORAN ASTUTI TBK,,C000452,13.684.748.8-360.765,8044731497646
7390637579145.0,PT HALIMAH RAJATA,,PT HALIMAH RAJATA,,C000453,21.182.379.3-126.978,7390637579145
746452059960.0,PT TAMPUBOLON ISWAHYUDI,,PT TAMPUBOLON ISWAHYUDI,,C000454,43.878.753.5-778.811,746452059960
1620281237106.0,PD HUTAGALUNG PRAYOGA,,PD HUTAGALUNG PRAYOGA,,C000455,72.872.866.0-416.448,1620281237106
9592248395894.0,PD WAHYUNI,,PD WAHYUNI,,C000456,77.352.287.0-562.271,9592248395894
4331875109792.0,CV HARDIANSYAH YUNIAR,,CV HARDIANSYAH YUNIAR,,C000457,15.835.034.4-694.596,4331875109792
8831921342491.0,PT DAMANIK PRANOWO PERSERO TBK,,PT DAMANIK PRANOWO PERSERO TBK,,C000458,28.965.999.4-973.203,8831921342491
1922270510287.0,UD WIDIASTUTI KUSWOYO,,UD WIDIASTUTI KUSWOYO,,C000459,67.548.138.6-667.548,1922270510287
8193242687741.0,PD ISWAHYUDI GUNARTO TBK,,PD ISWAHYUDI GUNARTO TBK,,C000460,86.520.575.6-398.365,8193242687741
375830945154.0,CV MAHENDRA TBK,,MAHENDRA TBK,,C000461,80.940.476.0-440.907,375830945154
7278105092221.0,UD RAJASA PERSERO TBK,,UD RAJASA PERSERO TBK,,C000462,61.070.518.4-390.552,7278105092221
8066013824127.0,UD NASHIRUDDIN PERSERO TBK,,UD NASHIRUDDIN PERSERO TBK,,C000463,04.938.620.4-485.157,8066013824127
9711121259020.0,PD WAHYUNI SUARTINI TBK,,PD WAHYUNI SUARTINI TBK,,C000464,35.713.432.4-064.242,9711121259020
6334324474175.0,CV YULIANTI PERMADI TBK,,CV YULIANTI PERMADI TBK,,C000465,95.587.209.6-289.365,6334324474175
3588418343740.0,PD PADMASARI,,PD PADMASARI,,C000466,18.272.795.5-969.051,3588418343740
267551254278.0,PT LAKSITA TBK,,PT LAKSITA TBK,,C000467,20.797.996.6-734.595,267551254278
,PD LATUPONO LAILASARI TBK,,PD LATUPONO LAILASARI TBK,,C000468,28.249.839.2-250.142,6403816649690
7627023244123.0,PERUM WAHYUNI TBK,,PERUM WAHYUNI TBK,,C000469,36.132.850.7-251.786,7627023244123
7673162526546.0,CV NATSIR PANGESTU PERSERO TBK,,CV NATSIR PANGESTU PERSERO TBK,,C000470,96.815.790.3-923.555,7673162526546
996132730346.0,PERUM FIRMANSYAH HARYANTO,,PERUM FIRMANSYAH HARYANTO,,C000471,15.626.244.6-704.622,996132730346
8171516025298.0,CV MULYANI PERSERO TBK,,CV MULYANI PERSERO TBK,,C000472,67.076.604.6-419.785,8171516025298
5851268612059.0,CV SIREGAR TBK,,CV SIREGAR TBK,,C000473,43.897.607.4-017.750,5851268612059
4654084245607.0,UD SUWARNO MAYASARI PERSERO TBK,,UD SUWARNO MAYASARI PERSERO TBK,,C000474,54.091.508.6-321.812,4654084245607
,PERUM ZULAIKA TARIHORAN PERSERO TBK,,PERUM ZULAIKA TARIHORAN PERSERO TBK,,C000475,50.291.681.5-466.024,7645793897015
6139449883059.0,PERUM HAKIM USAMAH,,PERUM HAKIM USAMAH,,C000476,73.642.480.9-624.406,6139449883059
624479513305.0,CV PALASTRI OKTAVIANI TBK,,PALASTRI OKTAVIANI TBK,,C000477,31.949.796.9-586.780,624479513305
5557277382646.0,PERUM PUSPASARI,,PERUM PUSPASARI,,C000478,09.178.513.8-544.577,5557277382646
2992959660487.0,UD UTAMI TBK,,UD UTAMI TBK,,C000479,36.826.911.6-331.942,2992959660487
6865369455158.0,UD SALAHUDIN SURYONO,,UD SALAHUDIN SURYONO,,C000480,88.636.774.7-226.408,6865369455158
7216966630932.0,PT ISWAHYUDI HALIM TBK,,PT ISWAHYUDI HALIM TBK,,C000481,99.819.960.5-932.971,7216966630932
968832753273.0,PD MARPAUNG MEGANTARA PERSERO TBK,,PD MARPAUNG MEGANTARA PERSERO TBK,,C000482,52.410.397.7-397.327,968832753273
1952371006876.0,PT SUARTINI TBK,,PT SUARTINI TBK,,C000483,16.481.980.7-704.605,1952371006876
8761124912565.0,PD DABUKKE PERSERO TBK,,PD DABUKKE PERSERO TBK,,C000484,23.734.151.7-734.547,8761124912565
7494902284035.0,PD LAKSMIWATI,,PD LAKSMIWATI,,C000485,95.442.947.7-422.294,7494902284035
4303942904588.0,PT OKTAVIANI TBK,,PT OKTAVIANI TBK,,C000486,67.925.298.5-856.728,4303942904588
2760153433249.0,PERUM YULIARTI PERSERO TBK,,PERUM YULIARTI PERSERO TBK,,C000487,13.577.908.3-350.615,2760153433249
,UD PUTRA,,UD PUTRA,,C000488,23.372.094.8-413.128,1488810798334
333997718051.0,CV AGUSTINA DONGORAN TBK,,CV AGUSTINA DONGORAN TBK,,C000489,37.171.731.8-939.749,333997718051
9617399704694.0,CV HALIM SUSANTI TBK,,HALIM SUSANTI TBK,,C000490,72.587.844.4-835.488,9617399704694
7127058772216.0,CV PERMADI,,PERMADI,,C000491,41.758.231.3-348.458,7127058772216
,CV BUDIYANTO SANTOSO PERSERO TBK,,BUDIYANTO SANTOSO PERSERO TBK,,C000492,25.879.643.4-745.245,1493925236229
5746966060652.0,PERUM HARTATI GUNARTO PERSERO TBK,,PERUM HARTATI GUNARTO PERSERO TBK,,C000493,74.033.445.0-566.588,5746966060652
3987411325797.0,PT MARPAUNG PERSERO TBK,,PT MARPAUNG PERSERO TBK,,C000494,06.734.996.0-105.485,3987411325797
4172156229493.0,UD PRASASTA WIJAYANTI TBK,,UD PRASASTA WIJAYANTI TBK,,C000495,81.735.984.8-840.215,4172156229493
7325737553449.0,PERUM LESTARI WIJAYA PERSERO TBK,,PERUM LESTARI WIJAYA PERSERO TBK,,C000496,02.166.670.8-085.096,7325737553449
8587495119181.0,CV HANDAYANI PERSERO TBK,,CV HANDAYANI PERSERO TBK,,C000497,82.819.793.1-647.725,8587495119181
2957860694096.0,PERUM PRANOWO ARDIANTO PERSERO TBK,,PERUM PRANOWO ARDIANTO PERSERO TBK,,C000498,00.356.243.9-587.395,2957860694096
3234210890285.0,PT RAHMAWATI MAHENDRA,,PT RAHMAWATI MAHENDRA,,C000499,15.533.342.6-433.502,3234210890285
1607360776336.0,PD YUNIAR,,PD YUNIAR,,C000500,91.128.981.2-317.955,1607360776336
3318574817006.0,UD ANDRIANI,,UD ANDRIANI,,C000501,66.155.416.4-316.704,3318574817006
232902822700.0,UD SARAGIH HARYANTO,,UD SARAGIH HARYANTO,,C000502,93.459.626.2-282.251,232902822700
734654950050.0,PERUM PRAKASA PERSERO TBK,,PERUM PRAKASA PERSERO TBK,,C000503,70.260.869.8-221.053,734654950050
6117768729047.0,UD SURYATMI,,UD SURYATMI,,C000504,74.258.591.7-793.238,6117768729047
2311649133424.0,PD WINARNO,,PD WINARNO,,C000505,57.988.942.5-652.906,2311649133424
3202032650977.0,PT RIYANTI,,PT RIYANTI,,C000506,53.967.379.4-871.485,3202032650977
2457871584156.0,CV GUNAWAN HALIM,,GUNAWAN HALIM,,C000507,08.213.711.8-425.476,2457871584156
8268323035892.0,PERUM SIREGAR TBK,,PERUM SIREGAR TBK,,C000508,98.808.583.8-252.129,8268323035892
2896340646867.0,CV WIDIASTUTI TBK,,CV WIDIASTUTI TBK,,C000509,75.240.148.4-399.106,2896340646867
2723626693351.0,CV PRADANA,,CV PRADANA,,C000510,34.261.923.7-245.018,2723626693351
8197374189721.0,PT TAMBA,,PT TAMBA,,C000511,54.064.176.9-274.381,8197374189721
9953766014448.0,CV SAPTONO NATSIR,,CV SAPTONO NATSIR,,C000512,56.451.017.3-973.964,9953766014448
7899698609191.0,PD PERMADI TBK,,PD PERMADI TBK,,C000513,91.135.996.6-057.798,7899698609191
7899698609191.0,PD PERMADI TBK,,PD PERMADI TBK,,C000513,91.135.996.6-057.798,7899698609191
6603920514607.0,CV GUNAWAN SUSANTI PERSERO TBK,,CV GUNAWAN SUSANTI PERSERO TBK,,C000514,45.553.470.5-742.388,6603920514607
6527155983541.0,PERUM WIBISONO YULIARTI,,PERUM WIBISONO YULIARTI,,C000515,16.597.263.4-755.752,6527155983541
5013948848826.0,CV PRASETYA,,PRASETYA,,C000516,91.311.964.2-585.626,5013948848826
4991537038240.0,UD HANDAYANI,,UD HANDAYANI,,C000517,73.333.732.0-430.977,4991537038240
8893628969645.0,PD SIMANJUNTAK TBK,,PD SIMANJUNTAK TBK,,C000518,46.553.585.1-253.892,8893628969645
,CV JANUAR PERSERO TBK,,CV JANUAR PERSERO TBK,,C000519,07.977.961.2-087.805,8785193583749
2151494097626.0,PT SALAHUDIN TBK,,PT SALAHUDIN TBK,,C000520,37.484.539.8-628.950,2151494097626
5911918623392.0,PD PRADIPTA MARYATI,,PD PRADIPTA MARYATI,,C000521,20.715.116.9-666.725,5911918623392
5911918623392.0,PD PRADIPTA MARYATI,,PD PRADIPTA MARYATI,,C000521,20.715.116.9-666.725,5911918623392
1452647124633.0,CV PERMATA PERSERO TBK,,CV PERMATA PERSERO TBK,,C000522,51.571.840.9-080.512,1452647124633
8005640995123.0,PERUM FIRMANSYAH,,PERUM FIRMANSYAH,,C000523,97.283.512.9-592.728,8005640995123
7090814415298.0,CV KUSMAWATI KURNIAWAN TBK,,KUSMAWATI KURNIAWAN TBK,,C000524,21.739.295.7-867.181,7090814415298
3523736050791.0,CV PRADIPTA TBK,,CV PRADIPTA TBK,,C000525,81.589.988.6-834.527,3523736050791
4666617071587.0,PERUM ANDRIANI KUSWANDARI,,PERUM ANDRIANI KUSWANDARI,,C000526,96.474.080.3-149.982,4666617071587
800463580688.0,UD PANGESTU ARDIANTO PERSERO TBK,,UD PANGESTU ARDIANTO PERSERO TBK,,C000527,28.503.172.3-513.739,800463580688
631403526356.0,PD SITUMORANG TBK,,PD SITUMORANG TBK,,C000528,02.293.946.9-434.606,631403526356
6437490607231.0,CV SAEFULLAH UTAMI,,CV SAEFULLAH UTAMI,,C000529,11.271.285.2-464.844,6437490607231
1163187328077.0,CV RAMADAN PRANOWO PERSERO TBK,,CV RAMADAN PRANOWO PERSERO TBK,,C000530,11.306.211.3-695.727,1163187328077
8335090254257.0,UD LATUPONO,,UD LATUPONO,,C000531,30.662.481.3-235.707,8335090254257
3984822850116.0,PT SUDIATI JANUAR,,PT SUDIATI JANUAR,,C000532,88.092.550.2-130.609,3984822850116
6913098107964.0,CV PRATAMA PERSERO TBK,,PRATAMA PERSERO TBK,,C000533,96.737.945.7-727.853,6913098107964
4264250642076.0,PD PANGESTU,,PD PANGESTU,,C000534,83.625.366.6-777.675,4264250642076
5628333393957.0,CV GUNAWAN AGUSTINA,,GUNAWAN AGUSTINA,,C000535,86.543.627.1-874.960,5628333393957
3582686270369.0,PT TAMBA SINAGA,,PT TAMBA SINAGA,,C000536,24.926.932.6-573.275,3582686270369
111000515532.0,PT HIDAYAT PERSERO TBK,,PT HIDAYAT PERSERO TBK,,C000537,34.159.597.7-524.418,111000515532
2261896288743.0,UD NATSIR USADA,,UD NATSIR USADA,,C000538,12.710.267.6-720.957,2261896288743
7079551512294.0,PT SUSANTI MAHESWARA,,PT SUSANTI MAHESWARA,,C000539,62.135.415.9-709.962,7079551512294
4384807520344.0,PD PUTRA YUNIAR,,PD PUTRA YUNIAR,,C000540,76.504.715.8-029.090,4384807520344
6376604655866.0,CV NAMAGA HABIBI,,CV NAMAGA HABIBI,,C000541,52.548.374.4-171.581,6376604655866
2131251293110.0,CV MAHENDRA ISWAHYUDI,,CV MAHENDRA ISWAHYUDI,,C000542,05.912.975.1-910.231,2131251293110
1106330165837.0,UD SUWARNO PERMATA,,UD SUWARNO PERMATA,,C000543,37.927.490.7-280.123,1106330165837
2893113253269.0,CV LAKSMIWATI DAMANIK TBK,,CV LAKSMIWATI DAMANIK TBK,,C000544,49.684.364.5-380.442,2893113253269
175096170159.0,PD PURWANTI TBK,,PD PURWANTI TBK,,C000545,59.194.575.7-574.758,175096170159
3920567756777.0,UD WINARNO LESTARI TBK,,UD WINARNO LESTARI TBK,,C000546,22.660.256.2-650.622,3920567756777
3106724530762.0,PT YULIANTI TBK,,PT YULIANTI TBK,,C000547,48.433.797.6-627.051,3106724530762
5794238736704.0,PT LATUPONO ISWAHYUDI,,PT LATUPONO ISWAHYUDI,,C000548,25.496.919.2-845.525,5794238736704
1075633535748.0,PD IRAWAN PERSERO TBK,,PD IRAWAN PERSERO TBK,,C000549,59.532.593.9-933.797,1075633535748
5816295187794.0,PD NOVITASARI,,PD NOVITASARI,,C000550,17.634.250.7-330.559,5816295187794
8245759833991.0,CV PANGESTU HALIM,,CV PANGESTU HALIM,,C000551,40.388.436.6-044.324,8245759833991
615727682975.0,PT SIREGAR PERSERO TBK,,SIREGAR PERSERO TBK,,C000552,14.743.974.2-925.010,615727682975
8752568065625.0,PD SUARTINI,,PD SUARTINI,,C000553,90.459.908.0-271.122,8752568065625
8231555165176.0,PD SURYATMI HAKIM TBK,,PD SURYATMI HAKIM TBK,,C000554,80.866.281.3-721.433,8231555165176
8003700332285.0,UD HARTATI SAFITRI,,UD HARTATI SAFITRI,,C000555,56.608.470.6-810.390,8003700332285
3970519582632.0,PD SURYATMI HUTAPEA TBK,,PD SURYATMI HUTAPEA TBK,,C000556,80.944.858.6-239.453,3970519582632
4614707986321.0,PT SIHOMBING WULANDARI TBK,,PT SIHOMBING WULANDARI TBK,,C000557,06.133.943.9-457.039,4614707986321
3804032537657.0,PT MARPAUNG SIMBOLON TBK,,PT MARPAUNG SIMBOLON TBK,,C000558,69.277.894.3-191.009,3804032537657
404769210533.0,UD WALUYO,,UD WALUYO,,C000559,65.146.040.1-424.731,404769210533
7201137984409.0,PERUM UWAIS,,PERUM UWAIS,,C000560,71.231.660.0-767.620,7201137984409
1447340433700.0,UD UTAMA WASTUTI PERSERO TBK,,UD UTAMA WASTUTI PERSERO TBK,,C000561,96.873.045.1-957.782,1447340433700
5882556296575.0,PERUM SURYONO MAULANA,,PERUM SURYONO MAULANA,,C000562,42.786.561.9-425.577,5882556296575
,PT SITORUS MANGUNSONG PERSERO TBK,,SITORUS MANGUNSONG PERSERO TBK,,C000563,61.880.819.0-482.357,582958292361
5586863956137.0,PD TAMPUBOLON WIJAYA TBK,,PD TAMPUBOLON WIJAYA TBK,,C000564,23.081.721.4-364.381,5586863956137
4132114716.0,PD YOLANDA PERSERO TBK,,PD YOLANDA PERSERO TBK,,C000565,56.094.565.3-469.979,4132114716
7075504768169.0,CV HAKIM KUSWOYO TBK,,CV HAKIM KUSWOYO TBK,,C000566,95.706.071.7-481.131,7075504768169
6539705487396.0,PD LESTARI SIHOMBING,,PD LESTARI SIHOMBING,,C000567,10.290.871.8-274.968,6539705487396
4918727420495.0,PT LESTARI,,PT LESTARI,,C000568,61.213.773.0-626.042,4918727420495
5973711222990.0,PT SIMBOLON HARYANTO,,PT SIMBOLON HARYANTO,,C000569,77.560.858.1-670.468,5973711222990
1114576832102.0,PT NAJMUDIN RAHIMAH,,PT NAJMUDIN RAHIMAH,,C000570,19.237.858.4-712.961,1114576832102
3324260508018.0,PT MAYASARI,,PT MAYASARI,,C000571,49.804.253.7-337.773,3324260508018
2688122821781.0,CV PERMATA LESTARI TBK,,CV PERMATA LESTARI TBK,,C000572,92.365.346.0-605.603,2688122821781
6793279862398.0,PERUM TAMBA SETIAWAN,,PERUM TAMBA SETIAWAN,,C000573,47.169.061.8-120.546,6793279862398
7548954787698.0,PERUM PUTRA HIDAYANTO,,PERUM PUTRA HIDAYANTO,,C000574,99.927.517.5-889.144,7548954787698
4983553935435.0,PERUM PRAYOGA,,PERUM PRAYOGA,,C000575,86.449.639.2-435.885,4983553935435
7982143395275.0,UD ANGGRIAWAN JANUAR,,UD ANGGRIAWAN JANUAR,,C000576,36.749.785.2-491.416,7982143395275
134778948963.0,PERUM JANUAR PERSERO TBK,,PERUM JANUAR PERSERO TBK,,C000577,40.679.176.6-512.215,134778948963
141884216309.0,CV MEGANTARA WALUYO,,CV MEGANTARA WALUYO,,C000578,00.159.446.3-339.994,141884216309
3208953263890.0,UD ARYANI PERSERO TBK,,UD ARYANI PERSERO TBK,,C000579,21.994.711.3-633.792,3208953263890
3410346996733.0,UD PUSPASARI,,UD PUSPASARI,,C000580,11.677.269.6-084.376,3410346996733
,PERUM NAINGGOLAN,,PERUM NAINGGOLAN,,C000581,96.263.355.6-434.369,5507896793521
931706955607.0,PT UTAMA MANSUR,,UTAMA MANSUR,,C000582,67.616.453.4-547.223,931706955607
9830650312198.0,PD SIHOMBING TBK,,PD SIHOMBING TBK,,C000583,04.184.724.2-642.364,9830650312198
8131909248762.0,UD SALAHUDIN THAMRIN PERSERO TBK,,UD SALAHUDIN THAMRIN PERSERO TBK,,C000584,30.391.114.2-817.852,8131909248762
8230524808806.0,PD MAHESWARA LAKSITA,,PD MAHESWARA LAKSITA,,C000585,22.072.239.5-947.372,8230524808806
3290162047876.0,PD WAHYUNI,,PD WAHYUNI,,C000586,88.687.859.9-648.628,3290162047876
2031954196664.0,CV WIDODO,,CV WIDODO,,C000587,50.573.036.2-792.463,2031954196664
374767753726.0,CV SIMBOLON WACANA TBK,,SIMBOLON WACANA TBK,,C000588,03.214.505.7-661.945,374767753726
8707155348201.0,PD KUSWANDARI,,PD KUSWANDARI,,C000589,28.400.838.5-076.597,8707155348201
9545089177680.0,CV WIDIASTUTI TBK,,CV WIDIASTUTI TBK,,C000590,89.812.657.4-223.196,9545089177680
6300402369362.0,PT SAEFULLAH NABABAN PERSERO TBK,,PT SAEFULLAH NABABAN PERSERO TBK,,C000591,68.943.012.0-471.372,6300402369362
1175957498855.0,PERUM ARYANI,,PERUM ARYANI,,C000592,82.984.933.0-674.584,1175957498855
,PT WIJAYANTI,,PT WIJAYANTI,,C000593,18.856.669.5-413.297,6094412833372
5066626705514.0,PT KUSWOYO PERSERO TBK,,PT KUSWOYO PERSERO TBK,,C000594,37.769.366.3-439.252,5066626705514
9611110286712.0,PT MUSTOFA,,PT MUSTOFA,,C000595,00.720.245.5-910.245,9611110286712
910903267149.0,CV NASYIDAH MANGUNSONG PERSERO TBK,,CV NASYIDAH MANGUNSONG PERSERO TBK,,C000596,49.819.421.7-942.817,910903267149
4065277584466.0,PD NOVITASARI MARDHIYAH PERSERO TBK,,PD NOVITASARI MARDHIYAH PERSERO TBK,,C000597,34.533.722.0-109.121,4065277584466
2214559376618.0,PERUM WINARNO PURWANTI TBK,,PERUM WINARNO PURWANTI TBK,,C000598,94.370.526.3-510.046,2214559376618
7765725659202.0,CV SIHOMBING TBK,,CV SIHOMBING TBK,,C000599,46.175.202.3-897.432,7765725659202
55955017833.0,CV PRANOWO,,PRANOWO,,C000600,25.848.689.9-936.079,55955017833
8704506917679.0,UD HAKIM PERSERO TBK,,UD HAKIM PERSERO TBK,,C000601,93.593.744.0-394.640,8704506917679
3037360601488.0,CV SIMBOLON SANTOSO PERSERO TBK,,SIMBOLON SANTOSO PERSERO TBK,,C000602,60.849.079.3-884.136,3037360601488
2830615370124.0,CV NUGROHO NAINGGOLAN TBK,,CV NUGROHO NAINGGOLAN TBK,,C000603,24.462.632.5-144.881,2830615370124
2103142175188.0,PD JANUAR NOVITASARI PERSERO TBK,,PD JANUAR NOVITASARI PERSERO TBK,,C000604,78.179.415.1-526.384,2103142175188
9112252883750.0,PT KURNIAWAN,,PT KURNIAWAN,,C000605,56.618.632.3-979.137,9112252883750
6553007309505.0,PERUM SANTOSO,,PERUM SANTOSO,,C000606,56.057.121.9-881.927,6553007309505
8851905348640.0,CV ARYANI,,ARYANI,,C000607,10.424.624.5-618.517,8851905348640
4600452128991.0,UD HUTAGALUNG TBK,,UD HUTAGALUNG TBK,,C000608,51.145.512.9-391.304,4600452128991
8818984841604.0,CV WIDIASTUTI SIHOMBING TBK,,CV WIDIASTUTI SIHOMBING TBK,,C000609,61.540.211.9-017.075,8818984841604
8142983152291.0,PD HASSANAH KUSWANDARI,,PD HASSANAH KUSWANDARI,,C000610,07.322.836.0-849.378,8142983152291
639638452696.0,PD SUARTINI USADA TBK,,PD SUARTINI USADA TBK,,C000611,94.439.164.9-701.693,639638452696
2929132033016.0,PERUM PERMATA PRASETYA PERSERO TBK,,PERUM PERMATA PRASETYA PERSERO TBK,,C000612,23.419.031.0-615.372,2929132033016
1556684732365.0,PD MEGANTARA TBK,,PD MEGANTARA TBK,,C000613,33.774.604.0-672.007,1556684732365
4361424426078.0,PT WIJAYANTI,,PT WIJAYANTI,,C000614,19.754.373.4-764.273,4361424426078
2037638821458.0,PD MANDALA NURAINI,,PD MANDALA NURAINI,,C000615,41.484.601.9-134.438,2037638821458
2780205869507.0,PT WIDODO ANGGRAINI,,WIDODO ANGGRAINI,,C000616,32.146.449.3-699.951,2780205869507
7933505573857.0,CV WIJAYA,,CV WIJAYA,,C000617,36.801.192.3-603.768,7933505573857
1872333510409.0,PT HUTAGALUNG,,PT HUTAGALUNG,,C000618,61.497.315.3-911.498,1872333510409
748207365118.0,PERUM PANGESTU UYAINAH,,PERUM PANGESTU UYAINAH,,C000619,93.940.655.7-820.190,748207365118
3223023332470.0,UD ANGGRIAWAN,,UD ANGGRIAWAN,,C000620,73.920.135.4-621.276,3223023332470
2508261123126.0,PT RAHMAWATI WIBOWO,,PT RAHMAWATI WIBOWO,,C000621,16.324.888.9-957.298,2508261123126
7629745493036.0,PD MUSTOFA TBK,,PD MUSTOFA TBK,,C000622,46.871.912.0-381.876,7629745493036
828323089813.0,PT BUDIMAN MEGANTARA TBK,,PT BUDIMAN MEGANTARA TBK,,C000623,88.158.814.4-582.206,828323089813
3231829716815.0,PT NUGROHO,,PT NUGROHO,,C000624,72.450.000.0-015.291,3231829716815
3717850902556.0,PD UTAMA MULYANI,,PD UTAMA MULYANI,,C000625,18.444.218.2-998.747,3717850902556
1224890567086.0,CV JAILANI,,JAILANI,,C000626,70.090.043.6-551.584,1224890567086
1224890567086.0,CV JAILANI,,JAILANI,,C000626,70.090.043.6-551.584,1224890567086
2669136248355.0,PT HUTASOIT NAJMUDIN PERSERO TBK,,PT HUTASOIT NAJMUDIN PERSERO TBK,,C000627,05.429.608.0-706.336,2669136248355
9509822104016.0,PD FIRGANTORO PERSERO TBK,,PD FIRGANTORO PERSERO TBK,,C000628,48.188.044.2-877.383,9509822104016
3816432126942.0,CV DAMANIK,,CV DAMANIK,,C000629,89.464.203.6-258.631,3816432126942
4170646255402.0,UD NASHIRUDDIN HABIBI,,UD NASHIRUDDIN HABIBI,,C000630,63.558.243.0-176.464,4170646255402
8988031538882.0,PT PURWANTI RIYANTI PERSERO TBK,,PT PURWANTI RIYANTI PERSERO TBK,,C000631,45.279.050.4-043.333,8988031538882
3849516321119.0,PD SAPTONO,,PD SAPTONO,,C000632,78.718.093.3-913.732,3849516321119
5306011987561.0,CV TAMPUBOLON PRANOWO PERSERO TBK,,CV TAMPUBOLON PRANOWO PERSERO TBK,,C000633,78.688.002.3-009.156,5306011987561
8298036577449.0,PERUM ARYANI TBK,,PERUM ARYANI TBK,,C000634,16.093.659.5-201.491,8298036577449
8941843368750.0,PERUM JANUAR PERSERO TBK,,PERUM JANUAR PERSERO TBK,,C000635,92.632.239.9-821.374,8941843368750
5611404288605.0,CV PRASETYO HASANAH TBK,,CV PRASETYO HASANAH TBK,,C000636,05.376.660.8-112.600,5611404288605
5611404288605.0,CV PRASETYO HASANAH TBK,,CV PRASETYO HASANAH TBK,,C000636,05.376.660.8-112.600,5611404288605
835669106271.0,UD SAMOSIR TBK,,UD SAMOSIR TBK,,C000637,53.123.455.0-688.269,835669106271
7768293844013.0,CV SUSANTI YUNIAR TBK,,CV SUSANTI YUNIAR TBK,,C000638,48.087.354.3-788.260,7768293844013
3591015709085.0,PERUM LAZUARDI USAMAH,,PERUM LAZUARDI USAMAH,,C000639,99.144.920.7-492.699,3591015709085
9964899718428.0,PERUM WIBOWO,,PERUM WIBOWO,,C000640,59.693.259.1-408.499,9964899718428
2312342669806.0,PD RAJATA WAHYUNI,,PD RAJATA WAHYUNI,,C000641,90.872.617.6-072.348,2312342669806
8935953828040.0,UD SAPTONO NAJMUDIN,,UD SAPTONO NAJMUDIN,,C000642,56.129.965.0-826.958,8935953828040
6418696561308.0,PD SIHOTANG USADA TBK,,PD SIHOTANG USADA TBK,,C000643,76.123.859.5-143.468,6418696561308
3948400273008.0,CV NURDIYANTI,,CV NURDIYANTI,,C000644,69.661.016.8-311.395,3948400273008
168094149150.0,CV PRASETYA PERSERO TBK,,PRASETYA PERSERO TBK,,C000645,76.283.976.2-053.440,168094149150
,UD NATSIR NAPITUPULU,,UD NATSIR NAPITUPULU,,C000646,25.081.776.0-299.140,7794620726629
8841333731255.0,UD OKTAVIANI PERSERO TBK,,UD OKTAVIANI PERSERO TBK,,C000647,23.561.781.7-032.119,8841333731255
